web-scraper-order,web-scraper-start-url,church-link,church-link-href,hymn-pagination,hymn-selector,hymn-selector-href,hymn-title,hymn-lyrics,delimited-hymn-lyrics
1667509573-230,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,https://nziyo.com/afm_hymn/page/2/,Hymn 13    FARAI vatendi mangwanana ano,https://nziyo.com/afm_hymn/farai-vatendi-mangwanana-ano_hymn-13/,AFM Shona Hymn 13,"1.FARAI vatendi mangwanana ano,

Muponisi wevanhu wazvarwa;

Chikudzai rudo rwakakomba:

Shoko radzakauya naro

Kuti Mwari waponwa nenyama.



2. Vafudzi vakambotaurirwa,

Vakanzwa izwi rengirozi huru,

Ndina mashoko akakomba

Kuna vanhu vose pane nyika;

Dama raMwari rakazadzika,

Jesu waponwa ndiye M’ponisi.



3.Ikadaro Ngirozi, pakarepo

Dzakaimbirana rwiyo rutsva;

Dzakakudza rudo rwaMwari,

Denga rakatinhira nokuimba.

Tsitsi dzasvika pano panyika.



4. Vafudzi vakambomhanya kwazvo,

Kundoona zvavakaitirwa;

Vakadzokera kuhwai dzavo,

Vachiri kukurumbidza Mwari,

Vakaparidza zvavakaona,

Vanyai vokutanga vaMwari.



5.Ngatirangarire tichifunga

Urwo rudo rukuru rwaMwari;

Titarise Mwana Mutsvene,

Achienda kuno muchinjikwa;

Nengoni dzake timutevere

Tidarike tisvike kudenga.



6. Kuti tisangane nengirose

Taponiswa tichifara kwazvo;

Ndiye waponwa nezuro kwazvo;

Anozotionesa upenyu;

Takaponiswa norudo rwake

Tinokudza Mambo wokudenga.","1.FARAI vatendi mangwanana ano,<EOV><EOV>Muponisi wevanhu wazvarwa;<EOV><EOV>Chikudzai rudo rwakakomba:<EOV><EOV>Shoko radzakauya naro<EOV><EOV>Kuti Mwari waponwa nenyama.<EOV><EOV><EOV><EOV>2. Vafudzi vakambotaurirwa,<EOV><EOV>Vakanzwa izwi rengirozi huru,<EOV><EOV>Ndina mashoko akakomba<EOV><EOV>Kuna vanhu vose pane nyika;<EOV><EOV>Dama raMwari rakazadzika,<EOV><EOV>Jesu waponwa ndiye M’ponisi.<EOV><EOV><EOV><EOV>3.Ikadaro Ngirozi, pakarepo<EOV><EOV>Dzakaimbirana rwiyo rutsva;<EOV><EOV>Dzakakudza rudo rwaMwari,<EOV><EOV>Denga rakatinhira nokuimba.<EOV><EOV>Tsitsi dzasvika pano panyika.<EOV><EOV><EOV><EOV>4. Vafudzi vakambomhanya kwazvo,<EOV><EOV>Kundoona zvavakaitirwa;<EOV><EOV>Vakadzokera kuhwai dzavo,<EOV><EOV>Vachiri kukurumbidza Mwari,<EOV><EOV>Vakaparidza zvavakaona,<EOV><EOV>Vanyai vokutanga vaMwari.<EOV><EOV><EOV><EOV>5.Ngatirangarire tichifunga<EOV><EOV>Urwo rudo rukuru rwaMwari;<EOV><EOV>Titarise Mwana Mutsvene,<EOV><EOV>Achienda kuno muchinjikwa;<EOV><EOV>Nengoni dzake timutevere<EOV><EOV>Tidarike tisvike kudenga.<EOV><EOV><EOV><EOV>6. Kuti tisangane nengirose<EOV><EOV>Taponiswa tichifara kwazvo;<EOV><EOV>Ndiye waponwa nezuro kwazvo;<EOV><EOV>Anozotionesa upenyu;<EOV><EOV>Takaponiswa norudo rwake<EOV><EOV>Tinokudza Mambo wokudenga."
1667509576-231,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,https://nziyo.com/afm_hymn/page/2/,"Hymn 12    UYAI , VaKristu",https://nziyo.com/afm_hymn/uyai-vakristu_hymn-12/,AFM Shona Hymn 12,"1.UYAI , VaKristu,

Nokufara nokukunda;

Uyai, uyai KuBheterehema;

Uyai muone

Ishe wengirosi;

Uyai ngatimutende Kristu Ishe.



2.Mwari wa Mwari

Kuchena kokuchena;

Wazvarwa mukomana waMaria;

Mwari chokwadi:

Mwari pakutanga;

Uyai, ngatimutende, Kristu Ishe



3.Ombai, ngirosi,

Ombai nokufara,

Ombai, vanhu vose kudenga,

Tendai kuna Mwari,

Mwari wokudenga:

Uyai, ngatimutende, Kristu Ishe.



4.Tinomukwazisa,

Wazvarwa iri zuva;

Ngakupiwe Kristu kutenda;

Izwi raBaba,

Zvino wakauya;

Uyai, ngatimutende, Kristu Ishe.","1.UYAI , VaKristu,<EOV><EOV>Nokufara nokukunda;<EOV><EOV>Uyai, uyai KuBheterehema;<EOV><EOV>Uyai muone<EOV><EOV>Ishe wengirosi;<EOV><EOV>Uyai ngatimutende Kristu Ishe.<EOV><EOV><EOV><EOV>2.Mwari wa Mwari<EOV><EOV>Kuchena kokuchena;<EOV><EOV>Wazvarwa mukomana waMaria;<EOV><EOV>Mwari chokwadi:<EOV><EOV>Mwari pakutanga;<EOV><EOV>Uyai, ngatimutende, Kristu Ishe<EOV><EOV><EOV><EOV>3.Ombai, ngirosi,<EOV><EOV>Ombai nokufara,<EOV><EOV>Ombai, vanhu vose kudenga,<EOV><EOV>Tendai kuna Mwari,<EOV><EOV>Mwari wokudenga:<EOV><EOV>Uyai, ngatimutende, Kristu Ishe.<EOV><EOV><EOV><EOV>4.Tinomukwazisa,<EOV><EOV>Wazvarwa iri zuva;<EOV><EOV>Ngakupiwe Kristu kutenda;<EOV><EOV>Izwi raBaba,<EOV><EOV>Zvino wakauya;<EOV><EOV>Uyai, ngatimutende, Kristu Ishe."
1667509579-232,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,https://nziyo.com/afm_hymn/page/2/,Hymn 11    BABA une simba rose,https://nziyo.com/afm_hymn/baba-une-simba-rose_hymn-11/,AFM Shona Hymn 11,"1.BABA une simba rose,

Ndiyamure iwe;

Kana wandisiya Iwe

Ini ndoendepiko?



korus

Ndinotenda, ndinotenda, Jesu wandifira,

Ndichaponeswa neropa rake rakakomba.



2.Wakamutuma Munyai,

Kureva kwatiri;

Wakatipa Muponisi

Kutifira isu.



3.O Jesu wakashongedzwa,

Une ngoni huru;

Nokuti wakaroverwa

Pam’chinjikwa uyu



4. Ndinodzokera kwauri,

Une tsitsi iwe;

Zvino ndigam’chire ini

Usipo ndingafe","1.BABA une simba rose,<EOV><EOV>Ndiyamure iwe;<EOV><EOV>Kana wandisiya Iwe<EOV><EOV>Ini ndoendepiko?<EOV><EOV><EOV><EOV>korus<EOV><EOV>Ndinotenda, ndinotenda, Jesu wandifira,<EOV><EOV>Ndichaponeswa neropa rake rakakomba.<EOV><EOV><EOV><EOV>2.Wakamutuma Munyai,<EOV><EOV>Kureva kwatiri;<EOV><EOV>Wakatipa Muponisi<EOV><EOV>Kutifira isu.<EOV><EOV><EOV><EOV>3.O Jesu wakashongedzwa,<EOV><EOV>Une ngoni huru;<EOV><EOV>Nokuti wakaroverwa<EOV><EOV>Pam’chinjikwa uyu<EOV><EOV><EOV><EOV>4. Ndinodzokera kwauri,<EOV><EOV>Une tsitsi iwe;<EOV><EOV>Zvino ndigam’chire ini<EOV><EOV>Usipo ndingafe"
1667509581-233,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,,Hymn 10    ZADZISA chirewo chako,https://nziyo.com/afm_hymn/zadzisa-chirewo-chako_hymn-10/,AFM Shona Hymn 10,"1.ZADZISA chirewo chako,

Mwari, Ishe wechokwadi;

Ose marudzi enyika

Ngaawane ruponiso.



2.Namabvi kune’i nyika,

Ngaapfugame panewe;

Dzidzamare dzose ndimi

Dzireve ukuru kwako.



3.Tonga, tonga, Ishe Jesu!

Kuuye newe kufara,

Nezvikanganiso zvedu

Tatadzisa yose nyika.



4.Tarira nyika yokwedu,

Urege kuipa kwayo

Urege kutsamwa kwako

Isingafe mhuri yavo.



5.Ramba Ishe tisazvidze

Zvidzidziso zvezwi rako;

Ugozotimutsirira

Tinzwe nechokwadi chako.","1.ZADZISA chirewo chako,<EOV><EOV>Mwari, Ishe wechokwadi;<EOV><EOV>Ose marudzi enyika<EOV><EOV>Ngaawane ruponiso.<EOV><EOV><EOV><EOV>2.Namabvi kune’i nyika,<EOV><EOV>Ngaapfugame panewe;<EOV><EOV>Dzidzamare dzose ndimi<EOV><EOV>Dzireve ukuru kwako.<EOV><EOV><EOV><EOV>3.Tonga, tonga, Ishe Jesu!<EOV><EOV>Kuuye newe kufara,<EOV><EOV>Nezvikanganiso zvedu<EOV><EOV>Tatadzisa yose nyika.<EOV><EOV><EOV><EOV>4.Tarira nyika yokwedu,<EOV><EOV>Urege kuipa kwayo<EOV><EOV>Urege kutsamwa kwako<EOV><EOV>Isingafe mhuri yavo.<EOV><EOV><EOV><EOV>5.Ramba Ishe tisazvidze<EOV><EOV>Zvidzidziso zvezwi rako;<EOV><EOV>Ugozotimutsirira<EOV><EOV>Tinzwe nechokwadi chako."
1667509584-234,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,,Hymn 9    NDINOSHAMISWA kwazvo,https://nziyo.com/afm_hymn/ndinoshamiswa-kwazvo_hymn-9/,AFM Shona Hymn 9,"1.NDINOSHAMISWA kwazvo

Namabasa makuru

Akaitiwa newe

Ose anorumbidza;

Ukuru hwenyu Mwari

Hunoshamisa kwazvo.



2.Kana ndarangarira

Mabasa okudenga;

Kana ndarangarira

Mabasa apanyika;

Inobuda misodzi

Kana ndafunga iwe.



3.Mwari vatatu mumwe

Itai kuti tikude,

Nokuti wakatida,

Wakazotipa Jesu,

Watipa mweya wako,

Wokutipupurira.



4.Rumbidza iwe denga!

Rumbidza iwe nyika!

Rumbidza iwe gungwa!

Nesu ngatirumbidze!

Uyu musiki wedu,

Ane rudo rukuru.","1.NDINOSHAMISWA kwazvo<EOV><EOV>Namabasa makuru<EOV><EOV>Akaitiwa newe<EOV><EOV>Ose anorumbidza;<EOV><EOV>Ukuru hwenyu Mwari<EOV><EOV>Hunoshamisa kwazvo.<EOV><EOV><EOV><EOV>2.Kana ndarangarira<EOV><EOV>Mabasa okudenga;<EOV><EOV>Kana ndarangarira<EOV><EOV>Mabasa apanyika;<EOV><EOV>Inobuda misodzi<EOV><EOV>Kana ndafunga iwe.<EOV><EOV><EOV><EOV>3.Mwari vatatu mumwe<EOV><EOV>Itai kuti tikude,<EOV><EOV>Nokuti wakatida,<EOV><EOV>Wakazotipa Jesu,<EOV><EOV>Watipa mweya wako,<EOV><EOV>Wokutipupurira.<EOV><EOV><EOV><EOV>4.Rumbidza iwe denga!<EOV><EOV>Rumbidza iwe nyika!<EOV><EOV>Rumbidza iwe gungwa!<EOV><EOV>Nesu ngatirumbidze!<EOV><EOV>Uyu musiki wedu,<EOV><EOV>Ane rudo rukuru."
1667509586-235,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,,Hymn 8    WAKASIKA zvose zvinhu,https://nziyo.com/afm_hymn/wakasika-zvose-zvinhu_hymn-8/,AFM Shona Hymn 8,"1.WAKASIKA zvose zvinhu,

Iwe, Mwari wega,

Pasina wakayamura,

Kuzviita kwako.



2.Aya makomo amire,

Akasikwa newe;

Akamira akasimba,

Nokutsigwa newe.



3.Nayo mvura yatinonwa,

Takapiwa newe;

Naiko kudya kwatinodya,

Takapiwa newe.



4.Wakasika munhu iwe,

Nokufana newe;

Ukavapa zvinhu zvose,

Zvikavakodzera.



5.Kwasvika muvengi wavo,

Akavabvutira;

Vakusiya iwe Mwari;

Vakanzwa izwi rake.



6.Wakati kuvaponisa,

Ukaita tsitsi;

Ukavapa Mwana wako,

Achizovafira.","1.WAKASIKA zvose zvinhu,<EOV><EOV>Iwe, Mwari wega,<EOV><EOV>Pasina wakayamura,<EOV><EOV>Kuzviita kwako.<EOV><EOV><EOV><EOV>2.Aya makomo amire,<EOV><EOV>Akasikwa newe;<EOV><EOV>Akamira akasimba,<EOV><EOV>Nokutsigwa newe.<EOV><EOV><EOV><EOV>3.Nayo mvura yatinonwa,<EOV><EOV>Takapiwa newe;<EOV><EOV>Naiko kudya kwatinodya,<EOV><EOV>Takapiwa newe.<EOV><EOV><EOV><EOV>4.Wakasika munhu iwe,<EOV><EOV>Nokufana newe;<EOV><EOV>Ukavapa zvinhu zvose,<EOV><EOV>Zvikavakodzera.<EOV><EOV><EOV><EOV>5.Kwasvika muvengi wavo,<EOV><EOV>Akavabvutira;<EOV><EOV>Vakusiya iwe Mwari;<EOV><EOV>Vakanzwa izwi rake.<EOV><EOV><EOV><EOV>6.Wakati kuvaponisa,<EOV><EOV>Ukaita tsitsi;<EOV><EOV>Ukavapa Mwana wako,<EOV><EOV>Achizovafira."
1667509589-236,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,,Hymn 7    JEHOVHA una masimba,https://nziyo.com/afm_hymn/jehovha-una-masimba_hymn-7/,AFM Shona Hymn 7,"1.JEHOVHA una masimba,

Zvose zvakasikwa nemwi,

Muri ishe wavo vose,

Ivo vari pakudenga.



2.Jehovha muno ruzivo

Munoziva zvose zvinhu;

Isu vanhu hatizivi,

Isu tose hatigoni.



3.Jehovha wakarurama.

Naiyo mirau yake,

Isu nyamba tapfuura

Tine mhosva mberi kwake.



4.Jehovha muri Mutswene,

Takaipa mberi kwenyu;

Isu ngatimukumbire

Rwose ruregero rwake.



5.Jehovha munadzo ngoni,

Wotibata nadzo tose,

Wakauya Mwana ,wenyu

Kuponesa vanhu vose.","1.JEHOVHA una masimba,<EOV><EOV>Zvose zvakasikwa nemwi,<EOV><EOV>Muri ishe wavo vose,<EOV><EOV>Ivo vari pakudenga.<EOV><EOV><EOV><EOV>2.Jehovha muno ruzivo<EOV><EOV>Munoziva zvose zvinhu;<EOV><EOV>Isu vanhu hatizivi,<EOV><EOV>Isu tose hatigoni.<EOV><EOV><EOV><EOV>3.Jehovha wakarurama.<EOV><EOV>Naiyo mirau yake,<EOV><EOV>Isu nyamba tapfuura<EOV><EOV>Tine mhosva mberi kwake.<EOV><EOV><EOV><EOV>4.Jehovha muri Mutswene,<EOV><EOV>Takaipa mberi kwenyu;<EOV><EOV>Isu ngatimukumbire<EOV><EOV>Rwose ruregero rwake.<EOV><EOV><EOV><EOV>5.Jehovha munadzo ngoni,<EOV><EOV>Wotibata nadzo tose,<EOV><EOV>Wakauya Mwana ,wenyu<EOV><EOV>Kuponesa vanhu vose."
1667509591-237,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,,Hymn 6    MUKUDZEI iye Mwari,https://nziyo.com/afm_hymn/mukudzei-iye-mwari_hymn-6/,AFM Shona Hymn 6,"1.MUKUDZEI iye Mwari

Navari kudenga;

Mukudzei iye Mwari,

Navari kudenga.



2.Imi muri nhume dzake,

Mukudzeyi iye;

Nemi muri hondo dzake,

Mukudzeyi iye.



3.Iwe zuva, newe mwedzi,

Mukudzei iye;

Nemiwo imi nyenyedzi

Mukudzei iye.



4.Iwe moto newe chando,

Mukudzei iye;

Iwe chando, newe bute,

Mukudzei iye.



5.Nemhepo inovhuvhuta,

Chimukudza iye;

Newe ita izwi rake,

Paunozonzwika.



6.Imi vuri vashe mese,

Mukudzei iye;

Nemi imi vanhu mese,

Mukudzei iye.



7.Imi vese vakomana,

Mukudzei iye;

Nemi imi vasikana,

Mukudzei iye.



8.Nemi vanhu vachembera,

Mukudzei iye;

Nemi imi mhuri yose,

Mukudzei iye.","1.MUKUDZEI iye Mwari<EOV><EOV>Navari kudenga;<EOV><EOV>Mukudzei iye Mwari,<EOV><EOV>Navari kudenga.<EOV><EOV><EOV><EOV>2.Imi muri nhume dzake,<EOV><EOV>Mukudzeyi iye;<EOV><EOV>Nemi muri hondo dzake,<EOV><EOV>Mukudzeyi iye.<EOV><EOV><EOV><EOV>3.Iwe zuva, newe mwedzi,<EOV><EOV>Mukudzei iye;<EOV><EOV>Nemiwo imi nyenyedzi<EOV><EOV>Mukudzei iye.<EOV><EOV><EOV><EOV>4.Iwe moto newe chando,<EOV><EOV>Mukudzei iye;<EOV><EOV>Iwe chando, newe bute,<EOV><EOV>Mukudzei iye.<EOV><EOV><EOV><EOV>5.Nemhepo inovhuvhuta,<EOV><EOV>Chimukudza iye;<EOV><EOV>Newe ita izwi rake,<EOV><EOV>Paunozonzwika.<EOV><EOV><EOV><EOV>6.Imi vuri vashe mese,<EOV><EOV>Mukudzei iye;<EOV><EOV>Nemi imi vanhu mese,<EOV><EOV>Mukudzei iye.<EOV><EOV><EOV><EOV>7.Imi vese vakomana,<EOV><EOV>Mukudzei iye;<EOV><EOV>Nemi imi vasikana,<EOV><EOV>Mukudzei iye.<EOV><EOV><EOV><EOV>8.Nemi vanhu vachembera,<EOV><EOV>Mukudzei iye;<EOV><EOV>Nemi imi mhuri yose,<EOV><EOV>Mukudzei iye."
1667509594-238,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,,Hymn 5    NGATIMUKUDZE Mwari,https://nziyo.com/afm_hymn/ngatimukudze-mwari_hymn-5/,AFM Shona Hymn 5,"1.NGATIMUKUDZE Mwari

Nemwoyo inofara,

Tsitsi dzake ihuru

Dzinoitirwa isu



2.Anorayira zuva

Rivhenekere nyika:

Tsitsi dzake ihuru

Dzinoitirwa isu.



3.Zvinhu zvose zvipenyu

Zvinoponiswa naye:

Tsitsi dzake ihuru

Dzinoitirwa isu.



4.Anotikwanisawo,

Anoda kukumbirwa:

Tsitsi dzake ihuru

Dzinoitirwa isu.



5.Kana tiri panhamu

Tinochengetwa isu:

Tsitsi dzake ihuru

Dzinoitirwa isu.



6Mwana wake wakafa

Kuti tipinde denga:

Tsitsi dzake ihuru

Dzinoitirwa isu.



7Ngatimukudze Mwari

Nemoyo inofara;

Tsitsi dzake dziripo

Dzisingaperi idzo","1.NGATIMUKUDZE Mwari<EOV><EOV>Nemwoyo inofara,<EOV><EOV>Tsitsi dzake ihuru<EOV><EOV>Dzinoitirwa isu<EOV><EOV><EOV><EOV>2.Anorayira zuva<EOV><EOV>Rivhenekere nyika:<EOV><EOV>Tsitsi dzake ihuru<EOV><EOV>Dzinoitirwa isu.<EOV><EOV><EOV><EOV>3.Zvinhu zvose zvipenyu<EOV><EOV>Zvinoponiswa naye:<EOV><EOV>Tsitsi dzake ihuru<EOV><EOV>Dzinoitirwa isu.<EOV><EOV><EOV><EOV>4.Anotikwanisawo,<EOV><EOV>Anoda kukumbirwa:<EOV><EOV>Tsitsi dzake ihuru<EOV><EOV>Dzinoitirwa isu.<EOV><EOV><EOV><EOV>5.Kana tiri panhamu<EOV><EOV>Tinochengetwa isu:<EOV><EOV>Tsitsi dzake ihuru<EOV><EOV>Dzinoitirwa isu.<EOV><EOV><EOV><EOV>6Mwana wake wakafa<EOV><EOV>Kuti tipinde denga:<EOV><EOV>Tsitsi dzake ihuru<EOV><EOV>Dzinoitirwa isu.<EOV><EOV><EOV><EOV>7Ngatimukudze Mwari<EOV><EOV>Nemoyo inofara;<EOV><EOV>Tsitsi dzake dziripo<EOV><EOV>Dzisingaperi idzo"
1667509596-239,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,,Hymn 4    MWARI muri zuva redu,https://nziyo.com/afm_hymn/mwari-muri-zuva-redu_hymn-4/,AFM Shona Hymn 4,"1.MWARI muri zuva redu,

Rinopenya pauzuru;

Asi mweya ungaone

Paunozofamba napo.



2. Mwari, muri nhovo yedu,

Hatidzityi hondo dzedu;

Dzose dzinokundwa nemi,

Tigouya nokufara.



3.Munotipa ngoni dzenyu,

Munotipa noutswene;

Munopa vanonamata,

Munopa makomborero.



4.Makomborero makuru,

Makomborero ewedenga,

Aripo avanofunga

Kuti vanodiswa nemi.","1.MWARI muri zuva redu,<EOV><EOV>Rinopenya pauzuru;<EOV><EOV>Asi mweya ungaone<EOV><EOV>Paunozofamba napo.<EOV><EOV><EOV><EOV>2. Mwari, muri nhovo yedu,<EOV><EOV>Hatidzityi hondo dzedu;<EOV><EOV>Dzose dzinokundwa nemi,<EOV><EOV>Tigouya nokufara.<EOV><EOV><EOV><EOV>3.Munotipa ngoni dzenyu,<EOV><EOV>Munotipa noutswene;<EOV><EOV>Munopa vanonamata,<EOV><EOV>Munopa makomborero.<EOV><EOV><EOV><EOV>4.Makomborero makuru,<EOV><EOV>Makomborero ewedenga,<EOV><EOV>Aripo avanofunga<EOV><EOV>Kuti vanodiswa nemi."
1667509599-240,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,,Hymn 3    IMI mose muri pasi,https://nziyo.com/afm_hymn/imi-mose-muri-pasi_hymn-3/,AFM Shona Hymn 3,"1.IMI mose muri pasi,

Imbai kuna Jehovha:

Kurumbidzai mumutende;

Uyai norufaro kwaari.



2.Tinoziva kuti J’ovha

Ndiye Mwari wechokwadi;

Tiri bara rehwai dzake

Anotipa kudya kwedu.



3.Pindai suwo guru rake;

Muswedere kuna Mambo;

Tsimutsai mazvi enyu,

Makafanira kudaro.



4.Ndiye Mwari wakanaka,

Tsitsi dzake dzakakomba;

Rudo nechokwadi chake

Hachingatipinde isu.","1.IMI mose muri pasi,<EOV><EOV>Imbai kuna Jehovha:<EOV><EOV>Kurumbidzai mumutende;<EOV><EOV>Uyai norufaro kwaari.<EOV><EOV><EOV><EOV>2.Tinoziva kuti J’ovha<EOV><EOV>Ndiye Mwari wechokwadi;<EOV><EOV>Tiri bara rehwai dzake<EOV><EOV>Anotipa kudya kwedu.<EOV><EOV><EOV><EOV>3.Pindai suwo guru rake;<EOV><EOV>Muswedere kuna Mambo;<EOV><EOV>Tsimutsai mazvi enyu,<EOV><EOV>Makafanira kudaro.<EOV><EOV><EOV><EOV>4.Ndiye Mwari wakanaka,<EOV><EOV>Tsitsi dzake dzakakomba;<EOV><EOV>Rudo nechokwadi chake<EOV><EOV>Hachingatipinde isu."
1667509602-241,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,,"Hymn 2    KUDZAI Mambo, ano utsvene",https://nziyo.com/afm_hymn/kudzai-mambo-ano-utsvene_hymn-2/,AFM Shona Hymn 2,"1.KUDZAI Mambo, ano utsvene;

Ari kudenga ana masimba;

Ndiye nhowo yedu yakarekare;

Chigaro chake chakakurumbidzwa.



2.Imbai masimba nengoni dzake,

Ari kudenga nenguwo chena;

Hasha dzake dzose dzinotinhira,

Anofamba zvake pachamupupuri.



3.Ana masimba, wakaisika

Nyika nezvinhu zvose zvirimo,

Wakaitsigira nomurairo,

Wakaikombera nemvura yose.



4.Kufudza kwako kusingarehwe;

Kuri pamhepo napakupenya,

Kuri pamakomo napamakan’a,

Kuri pane mvura napane dova.



5.Isu vaduku hatina simba,

Tinotarira chete kwauri;

Tsitsi dzako dzese dzisingaperi,

Hama yakanaka nomununuri.



6.Una masimba norudo rwose:

Dzinokuimbira hondo dzose kudenga

Nesuwo venyika tinokuimbira,

Tino kurumbidza kusingaperi.","1.KUDZAI Mambo, ano utsvene;<EOV><EOV>Ari kudenga ana masimba;<EOV><EOV>Ndiye nhowo yedu yakarekare;<EOV><EOV>Chigaro chake chakakurumbidzwa.<EOV><EOV><EOV><EOV>2.Imbai masimba nengoni dzake,<EOV><EOV>Ari kudenga nenguwo chena;<EOV><EOV>Hasha dzake dzose dzinotinhira,<EOV><EOV>Anofamba zvake pachamupupuri.<EOV><EOV><EOV><EOV>3.Ana masimba, wakaisika<EOV><EOV>Nyika nezvinhu zvose zvirimo,<EOV><EOV>Wakaitsigira nomurairo,<EOV><EOV>Wakaikombera nemvura yose.<EOV><EOV><EOV><EOV>4.Kufudza kwako kusingarehwe;<EOV><EOV>Kuri pamhepo napakupenya,<EOV><EOV>Kuri pamakomo napamakan’a,<EOV><EOV>Kuri pane mvura napane dova.<EOV><EOV><EOV><EOV>5.Isu vaduku hatina simba,<EOV><EOV>Tinotarira chete kwauri;<EOV><EOV>Tsitsi dzako dzese dzisingaperi,<EOV><EOV>Hama yakanaka nomununuri.<EOV><EOV><EOV><EOV>6.Una masimba norudo rwose:<EOV><EOV>Dzinokuimbira hondo dzose kudenga<EOV><EOV>Nesuwo venyika tinokuimbira,<EOV><EOV>Tino kurumbidza kusingaperi."
1667509605-242,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,,"Hymn 1    MUTSVENE, Mutsvene, Mwari wesimba",https://nziyo.com/afm_hymn/mutsvene-mutsvene-mwari-wesimba_hymn-1/,AFM Shona Hymn 1,"1.MUTSVENE, Mutsvene, Mwari wesimba!

Mangwana mangwana toimba kwauri;

Mutsvene, Mutsvene, wetsitsi namasimba!

Mwari wengoni, Mwari Mutsvene!



2. Mutsvene, Mutsvene! Vanokurumbidza

Vanhu vako vose kunewe kudenga;

Nengirozi dzose pachigaro chako

Dzinopfugama mberi kwauri.



3.Mutsvene, Mutsvene! vanhu verima,

Vanhu vakaipa havakuone;

Uri oga M’tsvene hapasisina mumwe,

Una masimba nezvirokwazvo.



4.Mutsvene, Mutsvene! Mwari wesimba!

Anokurumbidza mabasa ako ose.

Mutsvene, Mutsvene, wetsitsi nemasimba!

Mwari wengoni, Mwari Mutsvene!","1.MUTSVENE, Mutsvene, Mwari wesimba!<EOV><EOV>Mangwana mangwana toimba kwauri;<EOV><EOV>Mutsvene, Mutsvene, wetsitsi namasimba!<EOV><EOV>Mwari wengoni, Mwari Mutsvene!<EOV><EOV><EOV><EOV>2. Mutsvene, Mutsvene! Vanokurumbidza<EOV><EOV>Vanhu vako vose kunewe kudenga;<EOV><EOV>Nengirozi dzose pachigaro chako<EOV><EOV>Dzinopfugama mberi kwauri.<EOV><EOV><EOV><EOV>3.Mutsvene, Mutsvene! vanhu verima,<EOV><EOV>Vanhu vakaipa havakuone;<EOV><EOV>Uri oga M’tsvene hapasisina mumwe,<EOV><EOV>Una masimba nezvirokwazvo.<EOV><EOV><EOV><EOV>4.Mutsvene, Mutsvene! Mwari wesimba!<EOV><EOV>Anokurumbidza mabasa ako ose.<EOV><EOV>Mutsvene, Mutsvene, wetsitsi nemasimba!<EOV><EOV>Mwari wengoni, Mwari Mutsvene!"
1667509613-243,https://nziyo.com/,Methodist Hymns,https://nziyo.com/methodist_hymn/,https://nziyo.com/methodist_hymn/page/32/,Hymn 316    Tinovonga Ishe wedu,https://nziyo.com/methodist_hymn/tinovonga-ishe-wedu_hymn-316/,Methodist Shona Hymn 316,"Tinovonga Ishe wedu

Noku kudya kwamatipa

Kwamazuva namazuva

Tinovonga Ishe wedu.",Tinovonga Ishe wedu<EOV><EOV>Noku kudya kwamatipa<EOV><EOV>Kwamazuva namazuva<EOV><EOV>Tinovonga Ishe wedu.
1667509619-244,https://nziyo.com/,Methodist Hymns,https://nziyo.com/methodist_hymn/,https://nziyo.com/methodist_hymn/page/30/,Hymn 305    Tokupai zvino baba,https://nziyo.com/methodist_hymn/tokupai-zvino-baba_hymn-305/,Methodist Shona Hymn 305,"Tokupai zvino baba,

Iyi imba yenyu,

Yatakakuvakirai,

Igamuchirei.



Vamwe vakadikitira,

Pakuvakwa kwayo,

Vamwe vakabisa zvipo

zvokuivakisa.



Ngatiropafadzwe muno

Nokuvapo kwenyu,

Vatadzi varopafadzwe

Nokunatsa kwenyu.



Komborerai vapinda

Vonamata muno,

Mukomborere navana,

Vave mhuri yenyu.","Tokupai zvino baba,<EOV><EOV>Iyi imba yenyu,<EOV><EOV>Yatakakuvakirai,<EOV><EOV>Igamuchirei.<EOV><EOV><EOV><EOV>Vamwe vakadikitira,<EOV><EOV>Pakuvakwa kwayo,<EOV><EOV>Vamwe vakabisa zvipo<EOV><EOV>zvokuivakisa.<EOV><EOV><EOV><EOV>Ngatiropafadzwe muno<EOV><EOV>Nokuvapo kwenyu,<EOV><EOV>Vatadzi varopafadzwe<EOV><EOV>Nokunatsa kwenyu.<EOV><EOV><EOV><EOV>Komborerai vapinda<EOV><EOV>Vonamata muno,<EOV><EOV>Mukomborere navana,<EOV><EOV>Vave mhuri yenyu."
